Round,Nr.1,Nr.2,Nr.3,Nr.4,Nr.5,Nr.6,Nr.7,Nr.8,Nr.9,Nr.10,Nr.11,Nr.12
520,6,8,9,10,12,13,14,16,18,19,20,23
521,2,4,7,9,10,12,14,15,18,21,23,24
522,1,6,7,8,12,14,16,17,18,19,20,22
523,1,5,6,8,9,10,11,14,18,22,23,24
524,4,5,6,7,9,10,11,12,15,18,20,24
525,1,2,5,7,8,10,12,16,18,20,21,22
526,1,2,11,12,15,16,17,19,20,22,23,24
527,2,4,7,9,11,13,14,15,17,18,20,22
528,2,4,6,7,8,14,16,17,19,20,21,24
529,1,2,3,9,12,15,16,19,21,22,23,24
530,1,3,9,11,12,13,14,15,17,20,22,23
531,3,5,7,8,10,12,14,16,20,21,22,24
532,1,5,6,8,9,10,13,15,16,18,22,24
533,1,2,3,5,8,9,13,14,19,20,22,24
534,2,3,5,8,9,10,14,15,16,17,19,24
535,1,3,4,5,8,9,12,13,17,21,22,23
536,1,2,4,5,6,9,11,16,17,19,21,24
537,1,2,4,7,9,10,12,15,17,19,22,23
538,4,6,7,8,9,13,16,17,18,20,22,23
539,2,4,5,6,7,8,10,12,16,17,18,21
540,2,6,9,10,11,12,13,16,18,22,23,24
541,1,5,8,10,11,13,14,17,18,19,21,24
542,2,5,6,7,9,10,11,12,13,16,20,23
543,5,6,8,9,12,13,15,16,17,21,22,24
544,3,4,5,8,10,11,12,13,15,17,18,22
545,5,6,7,10,11,12,14,15,16,20,22,24
546,1,2,4,5,6,11,13,14,15,16,18,20
547,3,4,9,10,11,16,17,18,19,20,21,22
548,1,4,7,8,9,10,12,13,14,17,18,20
549,1,2,5,6,7,8,9,10,13,19,23,24
550,1,3,5,6,7,9,11,12,13,18,20,21
551,3,4,5,10,11,16,19,20,21,22,23,24
552,1,2,6,13,14,15,16,17,19,21,22,24
553,6,10,11,12,13,16,17,19,20,21,22,23
554,1,2,3,4,5,6,7,10,12,16,19,22
555,2,5,7,8,9,10,11,12,15,16,17,24
556,2,3,4,5,6,13,14,15,16,20,23,24
557,1,7,9,10,12,15,18,20,21,22,23,24
558,1,4,6,7,8,9,10,12,13,16,17,23
559,2,3,6,7,9,10,14,15,19,21,22,23
560,3,4,5,6,7,11,12,14,17,18,21,22
561,1,4,5,6,8,10,12,14,17,18,20,21
562,1,2,3,4,5,8,9,10,15,19,22,24
563,1,3,5,7,11,12,13,15,16,19,21,24
564,2,3,4,7,9,11,12,15,16,20,22,24
565,2,4,7,9,10,14,15,16,17,18,21,24
566,2,4,8,12,13,15,17,18,19,20,23,24
567,4,6,7,8,10,13,14,16,18,20,21,23
568,1,2,4,5,6,7,8,13,19,22,23,24
569,1,4,6,8,11,12,13,16,18,19,20,23
570,1,2,4,5,9,10,11,12,13,14,16,19
571,1,2,9,10,12,14,17,18,19,21,23,24
572,1,2,6,7,12,13,16,18,19,20,22,24
573,1,4,7,8,9,13,14,16,18,19,21,24
574,2,3,6,8,9,11,14,15,17,20,23,24
575,1,2,4,5,6,7,8,10,16,21,22,23
576,2,3,4,7,8,12,13,14,16,19,20,23
577,1,6,8,10,11,12,15,16,17,19,21,22
578,1,2,3,4,7,10,15,16,17,18,22,24
579,2,3,4,5,8,10,14,15,18,19,21,23
580,1,2,3,7,9,10,11,13,14,16,19,21
581,3,11,12,13,15,17,18,19,20,21,23,24
582,2,3,4,7,10,12,13,14,15,17,20,24
583,1,3,5,6,7,8,10,11,13,16,21,24
584,1,4,7,10,13,15,17,19,20,22,23,24
585,2,5,8,9,14,15,18,19,20,21,23,24
586,1,4,6,8,10,12,14,16,18,19,20,21
587,1,2,5,10,11,12,13,14,18,19,20,24
588,2,3,7,8,9,10,11,13,15,19,20,21
589,1,2,4,5,6,7,8,10,16,18,19,20
590,2,5,9,10,14,16,17,18,19,20,23,24
591,1,2,3,4,7,8,11,12,13,15,23,24
592,5,6,9,10,12,13,15,17,19,21,22,23
593,1,2,4,6,7,8,11,12,13,17,19,24
594,2,3,4,10,11,15,16,17,21,22,23,24
595,1,3,5,6,8,9,12,14,15,17,23,24
596,1,2,5,7,9,13,14,15,17,21,22,24
597,1,5,7,8,9,13,14,17,18,19,22,23
598,3,4,5,6,9,10,13,14,20,22,23,24
599,1,2,3,6,7,8,15,17,18,19,21,24
600,1,2,3,5,6,7,9,10,12,16,17,23
601,1,2,5,8,9,11,12,15,17,19,21,22
602,1,5,6,10,11,12,15,16,17,18,19,23
603,1,4,6,7,8,9,10,14,21,22,23,24
604,1,2,3,4,5,6,7,10,14,16,18,19
605,5,6,7,9,10,13,14,15,17,18,19,24
606,1,2,4,6,14,18,19,20,21,22,23,24
607,3,4,6,7,8,9,10,13,16,19,22,23
608,2,3,5,10,11,13,15,17,19,20,21,24
609,1,7,8,10,11,13,15,16,17,18,19,20
610,1,2,4,5,7,8,9,19,20,21,23,24
611,2,6,7,8,10,11,13,15,17,18,21,24
612,1,2,3,4,7,11,12,15,17,20,22,24
613,1,2,3,5,6,8,9,10,12,19,20,21
614,1,3,4,8,10,12,16,19,20,21,22,24
615,1,3,4,7,8,13,15,16,17,19,20,23
616,3,4,5,7,9,10,12,13,18,20,22,23
617,1,3,6,10,11,12,13,14,16,18,19,20
618,4,7,8,9,10,11,12,15,18,20,21,22
619,1,3,4,5,6,8,9,13,19,21,22,24
620,2,4,5,6,8,9,12,15,17,18,20,24
621,1,4,7,8,10,11,14,16,17,19,20,24
622,2,4,6,7,8,9,10,11,15,17,18,21
623,2,3,4,5,7,8,10,11,14,18,21,24
624,1,2,3,7,8,9,11,14,16,20,22,24
625,1,3,8,9,10,13,14,18,19,20,21,22
626,2,3,5,6,7,8,11,14,15,20,22,24
627,1,2,3,6,7,9,14,15,16,18,20,22
628,1,2,4,8,11,12,14,15,16,17,19,22
629,1,3,4,6,7,8,10,12,13,19,21,23
630,1,5,6,7,8,10,11,17,18,19,21,24
631,2,3,4,7,10,11,13,15,17,19,22,23
632,4,8,9,10,12,14,15,16,17,18,19,22
633,1,2,4,8,10,12,14,16,18,21,23,24
634,2,3,5,6,8,9,14,15,16,20,22,24
635,1,2,3,5,6,11,13,16,17,20,21,23
636,4,8,9,10,11,12,16,19,20,21,23,24
637,1,5,6,7,9,11,15,16,18,19,22,24
638,1,5,6,7,8,11,12,14,19,21,22,24
639,2,3,6,9,10,12,13,14,16,21,22,23
640,2,7,11,14,15,16,18,19,20,21,23,24
641,1,6,8,11,12,13,16,18,19,22,23,24
642,2,3,6,7,13,14,15,17,19,20,22,23
643,1,2,5,7,9,11,12,14,16,22,23,24
644,3,5,6,10,12,13,14,15,17,19,23,24
645,2,3,4,5,7,12,13,14,19,20,23,24
646,2,3,7,9,11,13,15,19,20,21,22,23
647,1,5,6,7,8,9,12,15,16,21,22,24
648,2,3,4,7,9,11,13,18,21,22,23,24
649,1,2,3,6,7,8,9,11,13,19,21,22
650,5,7,8,9,10,14,15,19,20,21,22,23
651,2,3,4,5,6,7,9,10,15,20,22,24
652,2,6,11,13,15,16,17,18,19,21,22,24
653,2,4,6,8,12,14,15,17,19,21,22,24
654,6,9,10,12,15,16,17,18,19,20,21,24
655,1,6,7,9,10,11,14,17,18,19,21,23
656,2,3,8,9,10,12,13,14,16,17,21,22
657,2,4,5,8,9,10,11,16,18,22,23,24
658,3,4,5,7,10,11,13,15,18,19,21,24
659,1,2,4,9,12,13,14,16,18,20,22,23
660,1,3,4,5,6,7,8,10,12,15,21,24
661,2,3,5,6,7,8,13,15,18,19,20,21
662,2,5,7,9,10,11,14,15,18,19,21,24
663,3,7,9,10,11,13,17,18,19,20,22,23
664,3,4,6,8,9,11,13,18,19,20,22,23
665,5,6,9,10,14,15,16,19,20,21,22,23
666,3,4,7,10,11,12,14,15,17,19,21,24
667,3,4,6,7,8,9,10,15,17,19,22,23
668,3,6,8,12,13,15,16,17,21,22,23,24
669,1,2,3,5,6,7,14,17,20,22,23,24
670,1,2,3,7,8,9,10,12,15,16,17,22
671,3,6,8,10,12,13,14,15,19,20,23,24
672,1,5,6,11,12,13,15,16,17,19,20,22
673,4,5,6,7,8,12,14,15,16,20,21,23
674,3,4,7,8,9,10,13,15,17,19,20,23
675,1,5,7,10,11,14,15,16,17,18,21,22
676,6,8,10,11,12,13,16,17,18,19,23,24
677,2,3,4,7,10,12,13,16,19,20,22,24
678,2,4,5,7,13,14,15,16,17,22,23,24
679,1,2,6,8,9,10,11,13,16,19,21,24
680,1,2,3,4,5,8,9,10,17,19,22,24
681,2,4,5,6,7,8,11,12,15,19,20,21
682,1,2,3,4,6,7,9,15,17,19,20,22
683,1,5,7,8,9,12,13,15,19,20,23,24
684,5,7,9,10,12,15,17,18,20,21,22,23
685,1,3,4,5,6,7,10,11,13,22,23,24
686,1,3,6,7,9,11,12,14,15,18,19,20
687,1,4,5,6,7,10,11,15,16,20,22,24
688,4,7,8,9,11,13,15,16,17,20,21,22
689,3,6,7,11,14,15,16,19,20,22,23,24
690,3,4,7,9,12,16,17,18,19,21,22,23
691,1,2,4,7,9,10,11,12,17,18,19,21
692,1,2,5,9,10,11,12,15,16,17,18,22
693,2,4,6,9,10,11,14,16,17,18,20,24
694,1,3,4,5,6,9,12,13,17,20,21,23
695,1,4,5,6,7,11,15,16,18,19,21,24
696,1,5,6,9,10,11,13,16,18,19,21,24
697,3,6,10,11,13,14,18,19,20,22,23,24
698,2,4,5,7,8,9,10,12,13,18,19,20
699,1,4,5,6,7,9,10,11,13,14,18,19
700,3,4,5,10,12,13,14,16,17,19,21,22
701,3,5,7,10,11,13,14,16,20,21,22,24
702,3,6,8,10,11,12,13,14,15,20,23,24
703,1,5,6,8,11,12,15,19,20,22,23,24
704,1,2,3,4,5,10,19,20,21,22,23,24
705,1,4,5,10,12,13,14,15,19,21,22,24
706,2,4,8,10,11,12,15,16,18,20,21,24
707,2,6,7,10,13,15,16,17,19,20,22,24
708,2,4,5,8,9,12,13,16,19,21,23,24
709,4,9,10,11,13,16,17,18,19,21,22,23
710,7,8,9,10,11,12,14,16,18,19,22,24
711,1,6,7,8,9,11,12,14,16,17,20,24
712,2,3,5,6,10,11,12,13,15,17,19,24
713,7,10,11,12,13,14,15,16,18,20,23,24
714,1,5,7,8,10,12,14,16,18,19,20,24
715,1,3,4,6,7,11,14,15,18,20,21,22
716,2,5,7,9,15,16,17,18,20,21,22,24
717,2,4,8,10,11,13,14,17,18,19,20,23
718,3,4,5,7,8,14,16,18,20,21,22,23
719,4,5,7,9,13,14,16,17,18,20,21,22
720,1,3,5,6,9,10,12,13,14,15,18,24
721,5,8,9,11,13,14,17,18,19,20,23,24
722,1,2,4,5,6,7,8,9,15,16,18,19
723,4,5,7,10,12,13,14,15,17,18,20,21
724,3,5,9,10,11,15,16,17,19,21,23,24
725,3,4,5,6,10,12,13,17,18,20,23,24
726,1,3,4,6,7,9,14,16,17,21,22,23
727,1,2,6,8,9,10,11,13,19,21,22,24
728,1,3,5,6,9,10,11,16,17,18,21,24
729,2,3,5,6,7,8,9,11,15,19,21,22
730,1,2,3,6,10,15,16,17,18,20,21,22
731,3,4,7,8,9,11,14,15,17,19,21,24
732,1,3,5,7,9,10,12,14,16,18,21,22
733,3,8,10,13,15,16,18,20,21,22,23,24
734,4,5,6,8,11,13,15,16,20,21,22,24
735,3,7,9,11,14,15,16,18,19,21,22,23
736,1,5,7,8,9,11,17,18,19,21,23,24
737,1,2,5,10,11,13,16,17,18,20,21,23
738,3,4,5,7,9,14,18,19,21,22,23,24
739,2,7,8,9,11,13,14,15,19,20,22,24
740,2,3,4,5,8,13,15,16,18,19,23,24
741,1,5,7,10,11,12,16,17,18,19,20,24
742,7,9,10,11,12,14,15,18,19,20,21,23
743,1,3,7,8,10,12,14,17,19,21,22,24
744,1,4,5,6,7,11,13,14,17,18,19,24
745,1,2,3,7,8,9,15,16,17,19,22,23
746,1,3,10,12,13,14,16,17,18,19,20,24
747,1,9,11,12,13,17,18,19,20,21,23,24
748,1,4,6,7,8,9,10,11,12,18,20,21
749,1,5,6,9,10,12,16,17,18,19,20,21
750,1,3,6,8,10,11,12,14,16,19,21,24
751,2,3,6,7,12,13,14,15,16,17,21,22
752,1,4,5,7,8,9,13,17,18,19,21,22
753,2,3,4,5,6,11,13,17,18,19,22,24
754,1,4,6,7,8,13,17,18,21,22,23,24
755,1,2,4,6,8,9,13,15,16,18,19,24
756,1,3,5,6,7,10,14,15,17,18,20,21
757,1,3,4,5,8,14,15,16,18,19,20,23
758,1,2,3,8,9,14,15,17,18,19,21,23
759,1,3,4,6,8,9,11,13,16,19,21,23
760,1,4,6,7,8,9,13,16,17,19,22,23
761,1,3,4,5,9,11,18,19,20,21,22,23
762,3,4,6,7,11,12,15,16,18,19,22,23
763,1,2,3,4,7,8,9,10,11,15,18,19
764,1,3,6,7,8,11,12,13,14,15,16,20
765,1,2,4,6,7,10,11,12,14,16,17,18
766,4,6,8,9,10,15,16,17,18,20,21,23
767,2,4,8,9,11,13,14,15,17,18,19,24
768,2,5,6,8,11,12,13,14,15,19,20,22
769,3,4,6,9,10,11,14,15,17,19,21,22
770,1,5,6,7,10,12,15,16,18,19,21,22
771,2,4,5,6,9,11,13,14,15,17,19,20
772,1,5,8,11,12,13,14,15,18,19,21,23
773,1,2,3,4,9,11,13,14,15,16,19,20
774,2,5,6,7,10,11,12,15,18,19,20,24
775,2,3,4,5,6,7,9,10,15,16,20,23
776,1,3,5,6,9,10,13,20,21,22,23,24
777,2,5,8,9,12,13,14,16,17,19,22,24
778,1,4,6,8,10,12,15,16,18,19,21,24
779,3,6,8,13,15,16,17,18,19,20,22,24
780,1,2,6,10,11,13,14,17,18,20,21,24
781,2,3,4,6,7,8,9,12,15,19,21,22
782,3,7,8,9,11,14,17,19,20,21,22,23
783,2,3,4,5,6,11,15,16,17,19,21,22
784,1,2,6,7,8,9,12,13,17,18,19,23
785,1,2,5,8,9,12,14,15,18,22,23,24
786,3,5,6,8,10,12,14,16,17,18,19,22
787,1,2,5,6,8,11,14,15,17,19,20,24
788,1,2,3,6,7,10,11,12,18,19,22,24
789,1,4,5,7,8,10,12,13,15,16,20,21
790,1,2,3,4,6,9,13,14,15,16,18,22
791,1,3,5,8,9,10,11,13,15,18,20,23
792,3,4,5,8,10,12,14,17,19,20,21,23
793,1,3,4,5,9,12,13,14,17,20,22,23
794,1,2,3,4,7,9,11,14,21,22,23,24
795,2,3,6,8,10,12,15,16,17,21,22,24
796,1,3,4,5,7,9,13,14,15,17,21,24
797,4,5,6,8,9,10,12,14,17,18,19,23
798,1,3,5,8,12,13,15,16,17,19,20,23
799,1,3,4,5,8,10,15,17,19,20,23,24
800,1,2,4,6,7,12,13,16,18,20,21,22
801,5,6,7,8,9,10,12,13,18,19,21,24
802,8,11,13,14,15,17,18,19,21,22,23,24
803,1,2,3,5,8,11,15,18,19,21,23,24
804,1,2,3,4,10,12,13,17,19,21,23,24
805,2,6,9,10,14,15,16,17,18,21,22,23
806,1,2,5,7,9,10,11,12,13,14,18,24
807,1,6,7,8,10,11,12,13,16,19,21,23
808,1,2,4,11,12,14,15,17,20,22,23,24
809,2,3,4,7,9,12,13,14,16,17,21,22
810,1,4,5,7,8,9,12,14,16,17,19,23
811,1,3,4,5,10,11,13,14,16,18,19,20
812,1,4,6,9,13,16,17,18,19,20,21,22
813,5,6,8,9,10,11,12,15,17,20,22,24
814,2,3,4,7,8,9,12,17,19,22,23,24
815,1,4,7,11,12,13,14,15,17,21,22,24
816,1,2,4,6,8,12,13,14,15,18,20,24
817,3,5,6,9,10,11,12,16,17,20,21,24
818,2,4,5,9,11,14,15,18,21,22,23,24
819,1,2,3,4,6,7,9,10,13,14,21,23
820,1,4,8,10,11,12,14,15,16,17,22,23
821,2,3,6,7,11,12,13,16,17,18,20,22
822,1,3,6,7,8,13,14,16,17,18,19,24
823,2,4,5,6,13,14,15,17,19,21,22,23
824,1,3,4,8,12,13,14,17,18,19,22,24
825,1,3,6,11,12,13,14,16,19,21,22,23
826,1,3,5,6,7,9,12,15,17,20,22,24
827,3,5,11,12,15,16,18,20,21,22,23,24
828,2,3,4,5,7,8,9,10,14,19,21,23
829,5,7,8,9,12,14,17,19,21,22,23,24
830,1,8,10,11,12,13,14,16,17,19,20,24
831,2,7,9,11,12,13,14,16,18,19,20,23
832,1,3,4,5,6,9,13,16,17,20,23,24
833,3,4,5,6,7,9,13,16,17,21,22,24
834,4,5,6,10,11,13,14,16,17,18,22,23
835,2,4,7,8,10,11,14,15,16,17,18,20
836,4,5,7,9,10,12,13,14,18,20,23,24
837,1,2,7,9,12,13,15,18,19,21,23,24
838,1,2,5,10,13,15,16,17,18,19,21,22
839,2,5,6,7,10,11,12,14,16,17,19,23
840,1,4,8,9,10,13,14,15,20,21,22,23
841,1,2,3,5,6,7,8,12,13,14,18,20
842,2,3,4,5,7,11,15,18,19,20,23,24
843,3,5,6,7,12,13,15,18,21,22,23,24
844,3,4,5,8,10,11,14,15,16,18,20,24
845,2,3,4,5,9,11,14,16,17,19,23,24
846,4,5,7,10,13,14,15,16,20,22,23,24
847,1,2,4,8,9,11,14,15,18,19,22,23
848,1,2,5,6,7,11,14,16,18,20,22,23
849,1,2,3,6,8,9,11,16,21,22,23,24
850,1,2,5,6,9,10,11,15,17,20,21,24
851,1,4,7,8,10,11,13,15,16,19,22,23
852,1,3,4,5,7,12,13,16,17,19,21,23
853,2,5,9,10,11,12,13,14,15,19,21,22
854,1,2,3,4,5,6,11,12,16,18,23,24
855,2,5,7,8,9,11,13,14,17,20,21,22
856,1,5,6,8,9,12,13,14,16,17,19,23
857,1,4,6,7,8,12,13,14,15,16,17,22
858,2,3,5,6,7,10,12,15,19,21,22,23
859,1,3,4,6,11,13,18,19,20,21,23,24
860,1,3,4,5,9,10,12,16,17,18,19,20
861,1,5,7,11,12,13,15,16,17,18,21,22
862,1,4,6,7,10,11,12,14,16,18,22,23
863,1,2,4,5,7,8,9,10,12,18,21,22
864,1,2,3,4,7,13,15,16,17,19,22,23
865,4,5,6,8,9,10,11,12,16,18,20,22
866,1,2,5,7,9,10,15,16,18,21,23,24
867,1,4,6,10,12,14,16,17,18,19,20,22
868,2,6,7,11,12,13,15,17,19,21,22,24
869,2,5,6,7,8,9,10,12,14,16,20,24
870,1,4,7,10,11,15,16,17,19,20,23,24
871,1,2,3,4,6,8,9,16,19,22,23,24
872,3,4,5,6,7,12,13,16,17,18,20,23
873,1,7,8,10,11,13,15,17,18,21,22,23
874,8,9,10,11,12,14,15,16,18,21,22,23
875,1,2,3,5,6,9,11,14,16,17,20,24
876,2,3,7,8,9,11,13,17,20,21,22,24
877,2,5,7,9,11,13,17,18,19,20,21,22
878,3,4,5,6,8,10,14,16,18,19,21,23
879,1,3,4,5,7,10,11,12,17,18,20,23
880,1,4,5,6,7,9,12,13,15,19,23,24
881,2,6,7,10,11,14,15,18,19,21,22,24
882,3,4,5,7,9,11,13,14,15,16,20,21
883,3,6,8,9,10,12,13,15,16,21,22,23
884,1,3,6,9,10,12,14,16,19,21,22,24
885,1,3,5,10,13,15,17,18,20,21,22,24
886,4,7,10,12,15,16,17,18,19,20,21,23
887,1,2,4,5,6,9,12,13,16,19,22,24
888,1,2,4,5,7,13,14,16,18,19,22,23
889,5,7,8,9,10,12,13,14,16,19,22,23
890,3,5,6,7,12,13,15,19,20,21,23,24
891,3,4,5,7,8,10,11,12,14,18,22,24
892,1,2,3,4,6,8,11,12,21,22,23,24
893,3,4,5,7,8,9,13,14,15,16,17,24
894,1,4,6,7,11,13,14,17,19,20,22,24
895,1,2,3,5,7,10,12,13,14,16,21,23
896,5,6,10,11,12,15,17,18,19,21,23,24
897,2,4,5,8,9,11,13,14,19,20,21,24
898,1,2,6,8,9,11,12,14,17,18,20,23
899,1,3,4,5,9,10,12,13,18,21,22,24
900,2,3,6,7,11,12,13,14,15,17,21,22
901,1,3,4,7,8,10,12,15,19,20,23,24
902,1,5,6,8,9,13,14,15,17,18,21,22
903,1,3,5,6,8,9,11,12,14,17,18,23
904,4,5,6,7,8,9,11,13,14,19,22,23
905,6,8,10,11,12,13,14,16,20,21,22,23
906,1,3,5,6,7,8,11,13,16,18,20,24
907,2,3,6,7,8,9,11,12,19,21,22,24
908,3,5,6,7,8,9,12,13,14,17,22,23
909,1,2,6,7,8,9,13,14,16,18,19,23
910,1,2,3,7,8,10,14,15,17,22,23,24
911,5,6,8,10,11,12,14,20,21,22,23,24
912,1,2,6,8,10,11,12,16,17,20,21,23
913,4,5,7,8,9,12,13,15,19,20,22,23
914,1,2,5,6,7,10,13,14,15,19,22,24
915,2,5,6,11,12,13,15,16,17,21,23,24
916,1,2,3,4,6,10,12,16,17,19,20,22
917,4,5,6,7,8,9,13,15,18,19,22,23
918,2,3,4,6,9,10,12,13,15,18,19,20
919,3,6,9,13,15,16,17,18,19,20,22,23
920,2,4,5,7,9,11,12,13,17,18,22,23
921,1,5,6,7,9,11,13,16,17,19,21,22
922,3,4,6,7,8,9,11,14,17,20,21,23
923,2,3,6,8,11,12,14,16,19,21,22,23
924,1,3,5,9,10,11,12,13,16,17,19,21
925,1,2,4,5,7,12,13,16,18,19,21,24
926,5,7,9,11,13,15,16,17,18,19,21,23
927,1,2,4,7,8,10,12,13,14,19,22,24
928,2,3,5,8,9,10,12,14,15,17,21,22
929,1,3,4,5,6,15,17,19,20,21,22,24
930,5,6,8,9,12,16,17,18,19,21,22,24
931,2,9,11,12,13,14,16,17,19,21,22,23
932,3,4,6,8,11,12,13,14,16,17,20,23
933,1,2,4,6,8,12,13,16,17,19,23,24
934,2,6,7,8,11,12,13,14,16,17,20,23
935,3,4,7,8,9,11,15,17,18,19,23,24
936,1,2,5,6,10,11,12,15,16,19,23,24
937,1,2,3,4,6,8,9,17,19,20,23,24
938,1,2,8,9,10,11,12,13,16,17,21,24
939,2,3,5,8,11,12,16,17,18,20,22,23
940,2,5,9,10,11,12,13,16,17,20,21,24
941,3,4,6,7,9,10,12,13,15,17,19,22
942,3,4,6,7,8,9,11,14,16,20,21,23
943,1,5,6,9,11,12,15,16,19,20,22,23
944,1,2,4,8,10,12,14,15,17,18,19,22
945,1,6,8,9,10,12,13,14,15,17,22,23
946,2,3,4,13,14,16,18,20,21,22,23,24
947,1,2,4,7,9,10,11,13,14,19,22,23
948,2,3,4,7,10,12,13,14,15,21,22,24
949,1,5,7,9,11,13,14,15,18,19,20,21
950,1,4,6,7,9,11,12,14,18,19,20,21
951,1,2,3,7,10,12,15,18,19,20,22,24
952,2,3,5,6,11,13,14,15,16,19,20,21
953,1,3,4,8,11,12,14,15,17,18,20,24
954,3,4,5,7,9,10,12,13,18,19,23,24
955,1,3,4,10,12,14,16,17,19,20,21,22
956,1,2,3,5,6,8,11,13,17,20,21,22
957,1,2,4,5,8,9,15,17,18,19,22,24
958,1,3,5,7,10,13,14,15,17,18,19,24
959,1,3,9,11,13,14,15,18,20,21,22,24
960,1,2,3,4,6,10,12,14,15,17,20,23
961,1,2,3,6,7,8,9,15,16,17,19,20
962,1,3,4,6,8,10,11,15,18,19,20,21
963,6,7,10,11,12,13,14,15,20,22,23,24
964,1,4,7,8,9,14,15,16,17,20,21,24
965,1,2,9,10,12,15,16,19,21,22,23,24
966,1,2,3,5,6,10,12,13,14,16,21,22
967,2,3,4,9,10,12,13,15,17,18,21,22
968,1,3,5,10,12,13,14,17,18,21,23,24
969,1,4,6,8,11,12,13,17,18,19,21,22
970,4,5,7,8,9,10,12,13,14,15,19,21
971,3,4,6,7,9,11,12,13,19,20,21,23
972,1,2,3,4,6,8,9,10,12,16,20,24
973,2,4,5,7,8,12,14,16,17,21,22,23
974,3,7,8,10,11,12,15,16,17,19,21,23
975,1,2,3,4,5,8,10,12,14,16,23,24
976,1,3,9,10,11,12,13,14,15,20,21,23
977,6,8,9,13,15,16,17,19,20,22,23,24
978,2,4,7,9,10,12,14,16,17,19,20,24
979,2,3,8,10,11,14,15,16,17,19,20,23
980,4,6,7,8,9,10,11,12,13,15,16,21
981,1,3,4,6,7,8,10,19,20,21,22,24
982,1,6,8,9,12,15,18,19,20,21,22,24
983,3,4,11,12,13,14,16,19,20,21,23,24
984,1,2,3,6,7,10,11,12,14,16,22,23
985,8,11,12,13,15,16,17,18,19,20,23,24
986,1,2,3,8,9,12,13,15,18,21,22,23
987,1,2,6,7,9,10,12,14,17,22,23,24
988,2,3,4,5,8,9,11,12,14,17,23,24
989,1,2,7,9,11,13,15,17,18,21,22,23
990,5,8,12,13,15,16,18,19,20,21,23,24
991,2,5,6,7,8,9,15,16,17,21,22,23
992,1,3,4,6,7,8,12,14,17,18,23,24
993,1,6,7,8,9,12,15,16,17,19,21,23
994,5,6,7,8,9,13,16,17,19,20,21,24
995,2,4,7,8,11,12,14,16,17,20,21,24
996,1,2,4,5,6,10,11,15,16,19,22,23
997,6,8,9,10,11,12,13,16,17,20,22,24
998,4,5,7,8,9,12,13,14,19,20,22,24
999,1,5,8,9,10,11,12,14,15,18,23,24
1000,2,4,5,7,9,11,14,15,17,18,20,22
1001,1,3,5,7,8,9,10,11,13,14,19,20
1002,1,3,6,10,11,12,13,14,15,19,22,24
1003,1,2,4,6,7,9,11,12,13,14,15,16
1004,2,3,4,5,6,9,11,12,15,19,22,23
1005,1,2,3,5,7,8,11,12,14,16,17,22
1006,3,4,5,7,8,10,11,12,13,14,18,23
1007,2,5,6,7,9,10,13,15,16,17,21,22
1008,1,3,4,6,8,9,11,12,14,20,22,24
1009,2,4,7,9,11,12,14,16,18,20,21,23
1010,2,5,7,8,10,12,13,14,15,16,21,24
1011,7,8,9,10,12,13,14,17,20,21,22,23
1012,2,3,9,10,11,12,16,17,19,20,21,22
1013,1,4,5,7,8,10,12,13,14,19,20,24
1014,2,3,4,10,11,13,14,16,17,20,22,23
1015,2,3,5,6,7,9,11,14,18,20,21,22
1016,2,3,4,5,6,8,9,10,13,15,20,21
1017,1,3,4,6,8,10,13,14,16,18,20,22
1018,1,2,4,5,7,8,11,14,17,20,22,24
1019,1,2,3,7,8,10,12,15,16,17,18,23
1020,2,3,5,8,9,10,11,12,13,14,17,22
1021,2,4,7,9,10,12,14,15,16,19,21,22
1022,4,7,8,9,10,12,13,15,18,20,22,24
1023,2,8,10,12,13,14,16,17,18,19,20,23
1024,1,2,4,9,10,14,18,19,20,21,23,24
1025,4,5,7,11,12,15,17,18,19,20,23,24
1026,1,5,6,8,11,15,16,17,20,21,23,24
1027,2,5,6,8,12,13,14,17,18,19,20,24
1028,1,2,4,7,9,10,12,18,19,20,21,22
1029,1,3,4,5,6,7,11,13,17,18,21,23
1030,2,3,6,8,9,12,13,14,17,18,19,21
1031,2,3,5,6,7,8,13,15,19,20,23,24
1032,1,6,8,10,11,12,16,17,18,19,22,24
1033,1,7,9,11,12,13,14,15,19,20,21,22
1034,2,3,4,5,7,9,10,14,16,20,22,24
1035,1,2,5,6,8,9,10,13,15,17,18,24
1036,1,4,6,7,8,12,13,17,18,19,23,24
1037,1,4,8,10,11,12,13,15,17,19,21,24
1038,1,5,6,7,10,11,13,15,17,18,19,23
1039,1,5,6,7,8,10,11,14,15,16,20,23
1040,6,7,9,10,11,12,15,16,17,18,22,23
1041,1,6,7,8,11,13,15,16,17,20,21,22
1042,2,3,4,5,7,9,10,13,16,18,20,23
1043,2,3,4,5,10,11,12,15,18,19,22,24
1044,1,2,4,6,7,10,11,12,16,17,18,20
1045,2,4,5,6,7,13,18,19,20,21,22,23
1046,3,4,5,9,10,12,16,18,19,20,22,24
1047,1,7,10,11,12,13,14,16,19,21,23,24
1048,3,4,6,9,10,11,13,14,16,17,20,23
1049,3,4,11,12,13,14,16,18,19,20,22,23
1050,2,3,5,9,10,12,13,15,16,18,19,21
1051,2,3,5,8,9,10,15,18,19,20,21,24
1052,2,3,4,10,11,13,15,17,18,20,21,23
